env,sampler,potential_fn,seed,n_episodes,train_return_mean_last20,train_return_mean_all,eval_return_mean,task_param_diversity,n_new_episodes,n_replay_episodes,final_buffer_size,wall_time_sec
acrobot,bo,l1_value_loss,2,167,-329.2,-354.37125748502996,-190.62222222222223,0.31135971401418266,81,86,81,12.019191980361938
acrobot,bo,l1_value_loss,3,158,-394.7,-372.7088607594937,-142.84444444444443,0.3503386668830632,80,78,80,11.171936988830566
acrobot,bo,max_mc,1,314,-130.15,-187.89171974522293,-103.86666666666666,0.10688783986398227,152,162,152,19.139805793762207
acrobot,bo,max_mc,2,285,-129.45,-207.48771929824562,-107.5111111111111,0.15508996311047962,143,142,143,16.801495790481567
acrobot,bo,max_mc,3,292,-116.9,-202.34246575342465,-106.31111111111112,0.1747602783811354,145,147,145,17.319841861724854
acrobot,bo,td_error_l2,1,728,-61.75,-80.51923076923077,-102.71111111111111,0.0758593642880296,353,375,200,74.67608976364136
acrobot,bo,td_error_l2,2,332,-100.4,-177.90361445783134,-109.4888888888889,0.1784485063438965,169,163,169,19.18767499923706
acrobot,bo,td_error_l2,3,731,-66.5,-80.23529411764706,-93.04444444444445,0.07348424141029844,376,355,200,82.55308794975281
acrobot,bo,alp,1,299,-131.7,-197.40133779264215,-109.77777777777777,0.28490965331899504,144,155,144,12.250151872634888
acrobot,bo,alp,2,321,-123.25,-183.5202492211838,-108.73333333333333,0.2959821192407463,163,158,163,13.777538061141968
acrobot,bo,alp,3,264,-117.95,-223.84848484848484,-131.66666666666666,0.2880281150660245,127,137,127,10.75258994102478
acrobot,bo,intermediate_difficulty,1,291,-119.2,-202.9106529209622,-111.26666666666667,0.2839912249462529,140,151,140,11.934177875518799
acrobot,bo,intermediate_difficulty,2,331,-115.45,-178.41087613293053,-122.73333333333333,0.28801914663477973,169,162,169,14.404958963394165
acrobot,bo,intermediate_difficulty,3,284,-133.0,-207.83802816901408,-131.0,0.29426772207725743,139,145,139,11.70566987991333
pendulum,random,none,1,296,-1229.7692876206042,-1285.2182591018234,-1219.1827112875078,0.284462536694995,296,0,200,4.978361129760742
pendulum,random,none,2,296,-1251.3141118201895,-1207.1531088540296,-1239.9886932333038,0.28472268869114925,296,0,200,5.067875862121582
pendulum,random,none,3,296,-1200.327262298511,-1270.920569463919,-1215.388606363522,0.2913325531868057,296,0,200,4.890059947967529
pendulum,random,pvl_gae,1,296,-1300.5684660264535,-1235.0488088890938,-1216.9010909040787,0.2839964086683773,144,152,144,4.962701082229614
pendulum,random,pvl_gae,2,296,-1235.4698821266145,-1232.6561633872645,-1104.3889799457736,0.2798997678283416,147,149,147,5.091875791549683
pendulum,random,pvl_gae,3,296,-1223.3375053786199,-1247.8274494722152,-1172.6365134475864,0.28923216522605877,146,150,146,5.099324941635132
