arm,seed,step,E0/n,E0/success,E0/mean_steps,E1v/n,E1v/success,E1v/mean_steps,E2v/n,E2v/success,E2v/mean_steps,E3v/n,E3v/success,E3v/mean_steps,E4v/n,E4v/success,E4v/mean_steps,E6/n,E6/success,E6/mean_steps,E7/n,E7/success,E7/mean_steps
S_mab,11,61440,282,0.14184397163120568,267.5390070921986,100,0.0,121.92,100,0.0,119.01,100,0.0,105.69,50,0.0,94.92,250,0.0,113.296,100,0.14,286.48
S_mab,11,122880,282,0.09219858156028368,239.24822695035462,100,0.0,126.21,100,0.0,116.12,100,0.0,108.73,50,0.0,92.9,250,0.0,116.356,100,0.09,227.82
S_mab,11,184320,282,0.0851063829787234,269.5177304964539,100,0.0,132.51,100,0.0,126.51,100,0.0,120.25,50,0.0,106.14,250,0.0,126.34,100,0.1,262.16
S_mab,11,245760,282,0.2978723404255319,361.9326241134752,100,0.0,142.06,100,0.0,145.72,100,0.0,148.81,50,0.0,128.2,250,0.0,144.06,100,0.23,342.91
S_mab,11,307200,282,0.9929078014184397,498.47872340425533,100,0.69,368.25,100,0.68,366.49,100,0.69,367.64,50,0.76,398.74,250,0.672,363.064,100,1.0,500.0
S_mab,11,368640,282,0.9680851063829787,494.18794326241135,100,0.87,446.56,100,0.86,444.23,100,0.8,418.93,50,0.78,408.34,250,0.852,441.004,100,0.97,492.32
S_mab,11,430080,282,0.6170212765957447,454.9751773049645,100,0.39,333.37,100,0.38,332.01,100,0.47,335.09,50,0.54,351.32,250,0.412,328.148,100,0.55,440.63
S_mab,11,491520,282,0.8049645390070922,478.41843971631204,100,0.71,420.59,100,0.67,415.49,100,0.64,397.75,50,0.64,403.4,250,0.656,414.344,100,0.83,475.44
S_mab,11,552960,282,0.9645390070921985,490.43617021276594,100,0.68,374.29,100,0.68,372.82,100,0.66,363.07,50,0.46,271.86,250,0.688,377.068,100,0.95,494.56
S_mab,11,614400,282,0.9893617021276596,497.7269503546099,100,0.48,279.91,100,0.49,282.22,100,0.57,315.97,50,0.58,322.88,250,0.512,294.888,100,1.0,500.0
S_mab,12,61440,282,0.7304964539007093,468.54609929078015,100,0.42,347.68,100,0.46,354.47,100,0.37,325.85,50,0.36,302.58,250,0.416,346.392,100,0.77,468.46
S_mab,12,122880,282,0.05319148936170213,208.0531914893617,100,0.0,122.59,100,0.0,115.9,100,0.0,109.66,50,0.0,94.16,250,0.0,115.916,100,0.05,204.73
S_mab,12,184320,282,0.4645390070921986,412.71276595744683,100,0.09,242.03,100,0.01,218.78,100,0.02,209.81,50,0.02,182.82,250,0.052,224.8,100,0.41,397.45
S_mab,12,245760,282,0.8120567375886525,471.0248226950355,100,0.05,247.81,100,0.0,232.35,100,0.0,209.3,50,0.0,167.32,250,0.02,228.9,100,0.8,471.2
S_mab,12,307200,282,0.9929078014184397,498.48581560283685,100,0.28,188.67,100,0.31,205.67,100,0.21,155.25,50,0.22,159.4,250,0.26,180.828,100,1.0,500.0
S_mab,12,368640,282,0.975177304964539,494.6950354609929,100,0.14,125.01,100,0.16,139.59,100,0.09,99.47,50,0.14,118.16,250,0.128,119.616,100,0.98,499.4
S_mab,12,430080,282,0.9893617021276596,495.3085106382979,100,0.0,57.71,100,0.0,60.81,100,0.0,55.97,50,0.0,52.36,250,0.0,58.852,100,1.0,500.0
S_mab,12,491520,282,0.9893617021276596,496.21985815602835,100,0.28,190.78,100,0.27,185.88,100,0.31,202.29,50,0.2,150.32,250,0.248,178.884,100,1.0,500.0
S_mab,12,552960,282,0.9680851063829787,485.6418439716312,100,0.0,54.86,100,0.0,54.64,100,0.0,53.23,50,0.0,48.86,250,0.0,55.312,100,1.0,500.0
S_mab,12,614400,282,0.9893617021276596,496.2163120567376,100,0.41,244.74,100,0.39,236.5,100,0.47,269.92,50,0.56,307.6,250,0.432,255.808,100,1.0,500.0
S_mab,13,61440,282,0.0851063829787234,214.58510638297872,100,0.0,98.52,100,0.0,96.5,100,0.0,90.65,50,0.0,83.28,250,0.0,95.064,100,0.08,224.18
S_mab,13,122880,282,0.4432624113475177,439.13829787234044,100,0.29,271.78,100,0.37,300.96,100,0.29,267.44,50,0.28,252.18,250,0.288,271.772,100,0.48,448.59
S_mab,13,184320,282,0.07801418439716312,252.61347517730496,100,0.0,139.14,100,0.0,131.0,100,0.0,124.71,50,0.0,108.34,250,0.0,131.616,100,0.13,249.97
S_mab,13,245760,282,0.3829787234042553,394.84751773049646,100,0.01,172.24,100,0.0,164.86,100,0.0,154.86,50,0.0,139.98,250,0.0,154.108,100,0.26,383.84
S_mab,13,307200,282,0.6205673758865248,445.18794326241135,100,0.06,227.4,100,0.0,208.96,100,0.01,196.62,50,0.0,163.56,250,0.012,201.176,100,0.54,443.12
S_mab,13,368640,282,0.9893617021276596,495.31205673758865,100,0.02,69.6,100,0.0,64.64,100,0.0,58.31,50,0.0,53.38,250,0.0,62.532,100,1.0,500.0
S_mab,13,430080,282,0.09929078014184398,377.2836879432624,100,0.14,209.18,100,0.17,221.02,100,0.11,176.4,50,0.18,189.96,250,0.148,202.372,100,0.05,383.32
S_mab,13,491520,282,0.9539007092198581,491.7482269503546,100,0.61,338.89,100,0.78,405.87,100,0.74,388.13,50,0.74,390.38,250,0.7,372.428,100,0.94,495.56
S_mab,13,552960,282,0.9858156028368794,493.8262411347518,100,0.0,55.57,100,0.0,55.37,100,0.0,53.48,50,0.0,49.1,250,0.0,55.784,100,1.0,500.0
S_mab,13,614400,282,0.9787234042553191,494.08156028368796,100,0.21,162.72,100,0.16,144.94,100,0.17,142.11,50,0.14,119.96,250,0.156,138.496,100,1.0,500.0
S_mab,14,61440,282,0.1276595744680851,275.8191489361702,100,0.0,131.17,100,0.0,125.94,100,0.0,118.54,50,0.0,101.84,250,0.0,125.036,100,0.11,264.55
S_mab,14,122880,282,0.014184397163120567,195.8758865248227,100,0.02,154.62,100,0.01,151.46,100,0.0,126.24,50,0.0,113.46,250,0.0,139.504,100,0.06,213.18
S_mab,14,184320,282,0.0425531914893617,241.15248226950354,100,0.0,147.01,100,0.0,145.71,100,0.0,124.48,50,0.0,110.0,250,0.0,135.696,100,0.04,250.3
S_mab,14,245760,282,0.5212765957446809,421.51418439716315,100,0.0,192.54,100,0.0,189.71,100,0.0,172.01,50,0.0,151.68,250,0.0,182.936,100,0.51,416.23
S_mab,14,307200,282,0.950354609929078,493.51418439716315,100,0.79,417.23,100,0.85,437.21,100,0.8,417.37,50,0.74,390.9,250,0.8,417.32,100,0.96,492.41
S_mab,14,368640,282,0.9822695035460993,494.8404255319149,100,0.68,370.34,100,0.65,358.92,100,0.53,307.9,50,0.24,184.84,250,0.644,355.944,100,0.98,492.17
S_mab,14,430080,282,0.549645390070922,427.8049645390071,100,0.41,351.21,100,0.47,356.97,100,0.37,294.27,50,0.3,222.0,250,0.424,332.8,100,0.56,442.62
S_mab,14,491520,282,0.9574468085106383,493.0425531914894,100,0.3,195.98,100,0.34,212.11,100,0.39,234.77,50,0.46,262.96,250,0.352,219.504,100,1.0,500.0
S_mab,14,552960,282,0.9716312056737588,487.2411347517731,100,0.0,57.11,100,0.01,64.33,100,0.0,55.59,50,0.0,51.88,250,0.004,60.052,100,1.0,500.0
S_mab,14,614400,282,0.9893617021276596,495.290780141844,100,0.0,60.1,100,0.0,60.41,100,0.0,57.38,50,0.0,52.68,250,0.0,60.276,100,1.0,500.0
S_mab,15,61440,282,0.18085106382978725,309.6595744680851,100,0.0,142.16,100,0.0,138.15,100,0.0,130.12,50,0.0,115.5,250,0.0,136.692,100,0.11,285.21
S_mab,15,122880,282,0.07092198581560284,257.34751773049646,100,0.0,118.83,100,0.0,116.38,100,0.0,107.96,50,0.0,97.66,250,0.0,113.968,100,0.1,272.36
S_mab,15,184320,282,0.014184397163120567,196.54609929078015,100,0.0,117.54,100,0.0,115.69,100,0.0,106.1,50,0.0,96.74,250,0.0,112.316,100,0.02,204.48
S_mab,15,245760,282,0.9822695035460993,497.20212765957444,100,0.89,456.75,100,0.94,475.77,100,0.91,462.97,50,0.82,425.38,250,0.924,469.524,100,1.0,500.0
S_mab,15,307200,282,0.6914893617021277,472.6241134751773,100,0.31,308.64,100,0.39,334.58,100,0.31,297.77,50,0.32,274.12,250,0.304,303.248,100,0.76,484.56
S_mab,15,368640,282,0.9929078014184397,498.4503546099291,100,0.86,444.23,100,0.88,450.87,100,0.89,454.03,50,0.88,449.8,250,0.856,442.152,100,1.0,500.0
S_mab,15,430080,282,0.4397163120567376,419.3333333333333,100,0.0,165.98,100,0.0,158.12,100,0.0,144.77,50,0.0,104.4,250,0.0,153.308,100,0.38,426.81
S_mab,15,491520,282,0.9858156028368794,494.6241134751773,100,0.05,85.33,100,0.03,80.64,100,0.02,68.21,50,0.04,76.5,250,0.06,89.16,100,1.0,500.0
S_mab,15,552960,282,0.9893617021276596,495.3049645390071,100,0.16,135.77,100,0.15,132.52,100,0.09,100.41,50,0.14,120.02,250,0.128,119.796,100,1.0,500.0
S_mab,15,614400,282,0.9893617021276596,495.2517730496454,100,0.0,55.94,100,0.0,56.06,100,0.0,53.91,50,0.0,49.82,250,0.0,56.252,100,1.0,500.0
S_mab,16,61440,282,0.6808510638297872,438.87943262411346,100,0.1,242.7,100,0.0,224.52,100,0.02,193.82,50,0.0,131.7,250,0.04,213.9,100,0.64,432.57
S_mab,16,122880,282,0.07446808510638298,250.32624113475177,100,0.0,115.83,100,0.0,113.07,100,0.0,104.36,50,0.0,93.68,250,0.0,110.484,100,0.08,264.3
S_mab,16,184320,282,0.0070921985815602835,193.18085106382978,100,0.02,182.42,100,0.03,173.18,100,0.0,141.5,50,0.04,132.84,250,0.024,160.344,100,0.01,206.16
S_mab,16,245760,282,0.6099290780141844,441.2340425531915,100,0.13,265.38,100,0.09,254.12,100,0.04,233.5,50,0.02,184.18,250,0.08,250.808,100,0.47,428.3
S_mab,16,307200,282,0.875886524822695,484.21985815602835,100,0.67,395.99,100,0.62,396.75,100,0.43,320.04,50,0.28,223.9,250,0.588,376.088,100,0.94,492.39
S_mab,16,368640,282,0.9609929078014184,494.67021276595744,100,0.4,245.5,100,0.59,326.03,100,0.45,268.16,50,0.6,350.0,250,0.444,265.964,100,0.93,494.03
S_mab,16,430080,282,0.9893617021276596,496.9255319148936,100,0.02,70.01,100,0.12,116.4,100,0.08,96.04,50,0.2,145.8,250,0.052,87.596,100,1.0,500.0
S_mab,16,491520,282,0.9787234042553191,492.968085106383,100,0.0,56.65,100,0.0,56.78,100,0.0,54.43,50,0.0,50.18,250,0.0,56.976,100,1.0,500.0
S_mab,16,552960,282,0.975177304964539,493.0177304964539,100,0.2,162.82,100,0.2,161.23,100,0.19,152.52,50,0.08,98.88,250,0.18,152.068,100,0.99,498.02
S_mab,16,614400,282,0.975177304964539,488.84397163120565,100,0.0,54.65,100,0.0,54.27,100,0.0,53.0,50,0.0,48.54,250,0.0,55.04,100,1.0,500.0
S_mab,17,61440,282,0.13829787234042554,290.0177304964539,100,0.0,129.59,100,0.0,125.49,100,0.0,117.03,50,0.0,102.46,250,0.0,123.568,100,0.06,261.41
S_mab,17,122880,282,0.014184397163120567,175.97517730496455,100,0.0,111.14,100,0.0,109.09,100,0.0,101.95,50,0.0,93.6,250,0.0,106.9,100,0.02,183.53
S_mab,17,184320,282,0.4219858156028369,414.8723404255319,100,0.01,134.43,100,0.0,132.76,100,0.0,121.43,50,0.0,119.0,250,0.0,131.704,100,0.5,420.54
S_mab,17,245760,282,0.24468085106382978,344.531914893617,100,0.0,133.42,100,0.0,129.88,100,0.0,118.52,50,0.0,104.76,250,0.0,126.468,100,0.25,344.1
S_mab,17,307200,282,0.10283687943262411,254.19148936170214,100,0.0,125.97,100,0.0,123.5,100,0.0,108.19,50,0.0,98.0,250,0.0,117.12,100,0.08,259.91
S_mab,17,368640,282,0.9858156028368794,496.7588652482269,100,0.92,467.29,100,0.92,467.39,100,0.87,446.45,50,0.76,400.08,250,0.932,472.34,100,1.0,500.0
S_mab,17,430080,282,0.9680851063829787,495.07801418439715,100,0.86,442.43,100,0.87,447.32,100,0.82,425.74,50,0.78,408.42,250,0.88,452.164,100,1.0,500.0
S_mab,17,491520,282,0.9858156028368794,495.8829787234043,100,0.91,464.52,100,0.94,475.69,100,0.9,458.7,50,0.8,417.22,250,0.94,476.216,100,1.0,500.0
S_mab,17,552960,282,0.9184397163120568,488.82978723404256,100,0.44,258.64,100,0.46,267.63,100,0.5,283.6,50,0.62,334.54,250,0.512,290.22,100,0.97,497.68
S_mab,17,614400,282,0.9893617021276596,495.3156028368794,100,0.03,74.47,100,0.02,72.25,100,0.0,59.29,50,0.02,63.64,250,0.02,72.208,100,1.0,500.0
S_mab,18,61440,282,0.2765957446808511,361.2588652482269,100,0.02,201.45,100,0.03,199.79,100,0.01,160.89,50,0.0,138.32,250,0.016,182.192,100,0.34,376.21
S_mab,18,122880,282,0.8439716312056738,480.86879432624113,100,0.16,282.22,100,0.22,296.63,100,0.15,263.81,50,0.08,232.74,250,0.136,269.792,100,0.88,488.04
S_mab,18,184320,282,0.06028368794326241,297.2836879432624,100,0.31,268.78,100,0.35,273.74,100,0.33,270.81,50,0.12,218.34,250,0.316,272.528,100,0.04,286.56
S_mab,18,245760,282,0.8900709219858156,485.0177304964539,100,0.8,418.99,100,0.82,427.49,100,0.67,366.05,50,0.44,267.6,250,0.78,411.784,100,0.94,492.69
S_mab,18,307200,282,0.04609929078014184,192.38297872340425,100,0.01,105.9,100,0.0,99.36,100,0.0,94.26,50,0.0,84.76,250,0.0,98.988,100,0.04,191.12
S_mab,18,368640,282,0.7446808510638298,456.3262411347518,100,0.29,264.89,100,0.27,264.02,100,0.24,228.51,50,0.06,141.88,250,0.268,250.264,100,0.69,460.9
S_mab,18,430080,282,0.9964539007092199,498.40070921985813,100,0.13,127.12,100,0.23,167.99,100,0.24,169.96,50,0.4,238.48,250,0.192,152.728,100,1.0,500.0
S_mab,18,491520,282,0.9858156028368794,494.5070921985816,100,0.03,79.1,100,0.03,78.38,100,0.05,86.7,50,0.02,64.86,250,0.032,79.728,100,1.0,500.0
S_mab,18,552960,282,0.9858156028368794,493.6418439716312,100,0.0,55.8,100,0.0,55.77,100,0.0,54.04,50,0.0,50.02,250,0.0,56.236,100,1.0,500.0
S_mab,18,614400,282,0.9858156028368794,495.8049645390071,100,0.89,455.23,100,0.89,455.35,100,0.82,425.94,50,0.56,318.0,250,0.9,459.636,100,1.0,500.0
S_mab,2,61440,282,0.04964539007092199,192.95390070921985,100,0.0,97.39,100,0.0,95.17,100,0.0,90.64,50,0.0,83.5,250,0.0,94.48,100,0.03,186.23
S_mab,2,122880,282,0.04609929078014184,197.3404255319149,100,0.0,132.29,100,0.0,120.3,100,0.0,112.98,50,0.0,94.38,250,0.0,121.172,100,0.08,205.47
S_mab,2,184320,282,0.03546099290780142,208.33333333333334,100,0.0,126.79,100,0.0,119.58,100,0.0,113.49,50,0.0,98.08,250,0.0,120.076,100,0.07,214.34
S_mab,2,245760,282,0.024822695035460994,181.06028368794327,100,0.0,106.88,100,0.0,103.05,100,0.0,98.79,50,0.0,88.92,250,0.0,103.176,100,0.02,178.26
S_mab,2,307200,282,0.9787234042553191,495.8333333333333,100,0.83,431.2,100,0.83,431.12,100,0.73,389.35,50,0.5,292.36,250,0.832,432.108,100,0.98,494.17
S_mab,2,368640,282,0.9680851063829787,493.4468085106383,100,0.75,399.33,100,0.7,380.33,100,0.63,353.04,50,0.34,227.42,250,0.724,389.428,100,0.94,481.7
S_mab,2,430080,282,0.9822695035460993,493.6099290780142,100,0.0,55.89,100,0.0,56.19,100,0.0,54.03,50,0.0,50.04,250,0.0,56.456,100,1.0,500.0
S_mab,2,491520,282,0.9858156028368794,495.76241134751774,100,0.58,327.09,100,0.55,314.57,100,0.65,351.8,50,0.7,377.48,250,0.628,345.86,100,1.0,500.0
S_mab,2,552960,282,0.9609929078014184,493.4113475177305,100,0.17,139.86,100,0.26,179.17,100,0.28,186.79,50,0.38,252.44,250,0.216,165.68,100,0.99,498.3
S_mab,2,614400,282,0.9893617021276596,495.37943262411346,100,0.0,59.41,100,0.01,68.64,100,0.0,58.33,50,0.02,64.3,250,0.016,67.572,100,1.0,500.0
S_mab,19,61440,282,0.06028368794326241,221.5,100,0.0,110.39,100,0.0,107.13,100,0.0,102.06,50,0.0,92.1,250,0.0,106.596,100,0.04,199.62
S_mab,19,122880,282,0.1099290780141844,289.71276595744683,100,0.0,142.15,100,0.0,139.05,100,0.0,125.41,50,0.0,111.12,250,0.0,133.5,100,0.1,299.82
S_mab,19,184320,282,0.028368794326241134,231.41489361702128,100,0.04,161.02,100,0.0,148.21,100,0.0,140.67,50,0.0,120.66,250,0.008,149.388,100,0.03,224.19
S_mab,19,245760,282,0.7730496453900709,463.3333333333333,100,0.45,338.92,100,0.47,335.9,100,0.47,312.67,50,0.38,256.18,250,0.496,334.652,100,0.77,459.49
S_mab,19,307200,282,0.9893617021276596,495.3262411347518,100,0.01,66.15,100,0.0,62.55,100,0.0,59.17,50,0.0,55.18,250,0.004,64.12,100,1.0,500.0
S_mab,19,368640,282,0.7836879432624113,461.8723404255319,100,0.0,171.86,100,0.0,149.75,100,0.01,149.92,50,0.02,113.54,250,0.012,155.088,100,0.81,467.97
S_mab,19,430080,282,0.7411347517730497,464.6063829787234,100,0.43,319.42,100,0.5,338.02,100,0.39,289.93,50,0.3,230.76,250,0.436,314.272,100,0.76,472.47
S_mab,19,491520,282,0.9929078014184397,497.33687943262413,100,0.26,183.49,100,0.27,185.13,100,0.31,202.08,50,0.3,194.58,250,0.248,178.624,100,1.0,500.0
S_mab,19,552960,282,0.9148936170212766,482.60283687943263,100,0.56,352.84,100,0.51,343.69,100,0.3,251.56,50,0.14,183.4,250,0.468,320.7,100,0.92,487.16
S_mab,19,614400,282,0.9539007092198581,491.8900709219858,100,0.85,438.19,100,0.91,462.51,100,0.85,438.15,50,0.84,433.86,250,0.868,447.26,100,0.97,497.55
S_mab,20,61440,282,0.14184397163120568,271.27659574468083,100,0.0,120.72,100,0.0,114.81,100,0.0,106.64,50,0.0,92.42,250,0.0,113.612,100,0.11,256.3
S_mab,20,122880,282,0.3404255319148936,356.92907801418437,100,0.0,137.03,100,0.0,130.08,100,0.0,115.98,50,0.0,98.2,250,0.0,125.892,100,0.23,336.88
S_mab,20,184320,282,0.0070921985815602835,150.59929078014184,100,0.0,131.96,100,0.0,126.82,100,0.0,108.25,50,0.0,99.74,250,0.008,120.368,100,0.02,161.39
S_mab,20,245760,282,0.02127659574468085,194.95390070921985,100,0.0,124.49,100,0.0,119.54,100,0.0,114.45,50,0.0,102.96,250,0.0,119.656,100,0.0,200.04
S_mab,20,307200,282,0.05319148936170213,237.1950354609929,100,0.0,113.78,100,0.0,111.59,100,0.0,104.34,50,0.0,95.24,250,0.0,109.652,100,0.11,255.22
S_mab,20,368640,282,0.03900709219858156,226.04964539007094,100,0.0,115.59,100,0.0,111.65,100,0.0,108.35,50,0.0,100.12,250,0.0,113.336,100,0.05,240.83
S_mab,20,430080,282,0.8191489361702128,481.02836879432624,100,0.01,105.15,100,0.0,125.83,100,0.0,110.47,50,0.0,119.52,250,0.024,117.276,100,0.88,489.28
S_mab,20,491520,282,0.0673758865248227,245.47517730496455,100,0.0,122.65,100,0.0,120.24,100,0.0,109.05,50,0.0,98.78,250,0.0,116.224,100,0.04,253.28
S_mab,20,552960,282,0.1702127659574468,346.31205673758865,100,0.01,171.16,100,0.05,192.15,100,0.07,176.64,50,0.04,136.68,250,0.04,171.236,100,0.16,358.26
S_mab,20,614400,282,0.3900709219858156,396.71276595744683,100,0.0,115.39,100,0.0,126.89,100,0.0,116.91,50,0.0,110.72,250,0.0,120.512,100,0.41,403.31
S_mab,21,61440,282,0.0851063829787234,248.70921985815602,100,0.0,115.74,100,0.0,112.79,100,0.0,103.91,50,0.0,93.4,250,0.0,110.084,100,0.12,268.12
S_mab,21,122880,282,0.6595744680851063,449.7517730496454,100,0.36,327.5,100,0.39,327.6,100,0.38,321.87,50,0.2,261.24,250,0.372,334.992,100,0.62,443.69
S_mab,21,184320,282,0.05673758865248227,237.61347517730496,100,0.0,133.38,100,0.0,131.74,100,0.0,117.08,50,0.0,105.2,250,0.0,125.712,100,0.03,243.4
S_mab,21,245760,282,0.7411347517730497,468.39716312056737,100,0.03,232.64,100,0.0,228.77,100,0.0,203.7,50,0.0,179.48,250,0.0,219.396,100,0.72,469.05
S_mab,21,307200,282,0.75177304964539,475.40425531914894,100,0.58,416.93,100,0.56,430.74,100,0.43,386.55,50,0.34,281.42,250,0.508,414.736,100,0.82,485.4
S_mab,21,368640,282,0.975177304964539,493.06028368794324,100,0.71,383.38,100,0.76,403.16,100,0.59,332.96,50,0.32,219.08,250,0.688,374.672,100,0.97,497.14
S_mab,21,430080,282,0.9858156028368794,497.1950354609929,100,0.89,455.12,100,0.95,480.84,100,0.9,458.76,50,0.86,441.86,250,0.936,475.256,100,1.0,500.0
S_mab,21,491520,282,0.9893617021276596,496.70212765957444,100,0.11,122.95,100,0.24,180.37,100,0.14,126.85,50,0.42,251.0,250,0.188,152.648,100,1.0,500.0
S_mab,21,552960,282,0.9858156028368794,494.7304964539007,100,0.0,59.84,100,0.01,67.0,100,0.0,58.0,50,0.12,108.62,250,0.0,61.056,100,1.0,500.0
S_mab,21,614400,282,0.475177304964539,386.43617021276594,100,0.0,117.14,100,0.0,113.73,100,0.0,104.35,50,0.0,93.72,250,0.0,111.344,100,0.45,387.25
S_mab,22,61440,282,0.0851063829787234,218.69148936170214,100,0.0,101.61,100,0.0,98.77,100,0.0,93.57,50,0.0,85.0,250,0.0,97.932,100,0.05,196.5
S_mab,22,122880,282,0.46808510638297873,403.1950354609929,100,0.0,171.89,100,0.0,165.5,100,0.0,144.39,50,0.0,114.04,250,0.0,158.26,100,0.41,391.96
S_mab,22,184320,282,0.23049645390070922,344.93617021276594,100,0.0,146.12,100,0.0,143.69,100,0.0,128.76,50,0.0,112.42,250,0.0,138.548,100,0.31,356.54
S_mab,22,245760,282,1.0,500.0,100,0.7,377.69,100,0.72,388.49,100,0.77,405.73,50,0.84,434.32,250,0.712,383.012,100,1.0,500.0
S_mab,22,307200,282,0.2801418439716312,354.71276595744683,100,0.0,135.31,100,0.0,132.14,100,0.0,118.11,50,0.0,103.94,250,0.0,127.24,100,0.37,364.7
S_mab,22,368640,282,0.975177304964539,496.13475177304963,100,0.88,453.11,100,0.96,484.08,100,0.92,467.29,50,0.82,426.4,250,0.94,475.992,100,0.99,499.63
S_mab,22,430080,282,0.9964539007092199,499.95390070921985,100,0.67,362.99,100,0.74,392.72,100,0.75,396.84,50,0.84,432.22,250,0.7,374.636,100,1.0,500.0
S_mab,22,491520,282,0.9574468085106383,491.9255319148936,100,0.83,430.74,100,0.86,444.05,100,0.79,414.89,50,0.56,317.22,250,0.836,435.052,100,0.98,499.44
S_mab,22,552960,282,0.9680851063829787,492.822695035461,100,0.4,237.83,100,0.39,233.17,100,0.45,259.92,50,0.52,290.56,250,0.416,247.58,100,0.99,499.86
S_mab,22,614400,282,0.9929078014184397,497.22340425531917,100,0.86,443.09,100,0.9,460.51,100,0.88,450.21,50,0.76,400.2,250,0.884,453.828,100,1.0,500.0
S_mab,23,61440,282,0.024822695035460994,172.62056737588654,100,0.0,94.19,100,0.0,91.83,100,0.0,87.92,50,0.0,80.38,250,0.0,91.32,100,0.01,173.58
S_mab,23,122880,282,0.9468085106382979,494.85460992907804,100,0.37,323.52,100,0.4,362.61,100,0.36,346.02,50,0.22,332.34,250,0.36,331.932,100,0.96,491.93
S_mab,23,184320,282,0.07446808510638298,226.24822695035462,100,0.0,121.4,100,0.0,114.03,100,0.0,106.57,50,0.0,91.54,250,0.0,113.544,100,0.09,224.92
S_mab,23,245760,282,0.21631205673758866,338.1843971631206,100,0.01,177.01,100,0.0,162.99,100,0.0,152.21,50,0.0,123.98,250,0.0,163.476,100,0.22,324.83
S_mab,23,307200,282,0.9822695035460993,495.56382978723406,100,0.16,145.6,100,0.24,190.12,100,0.2,156.88,50,0.16,225.06,250,0.184,155.348,100,0.98,499.2
S_mab,23,368640,282,0.9964539007092199,498.48581560283685,100,0.85,439.35,100,0.91,463.37,100,0.86,441.84,50,0.66,358.18,250,0.88,453.376,100,1.0,500.0
S_mab,23,430080,282,0.9929078014184397,497.6666666666667,100,0.87,446.48,100,0.89,455.17,100,0.85,438.01,50,0.76,400.0,250,0.88,452.612,100,1.0,500.0
S_mab,23,491520,282,0.9929078014184397,497.78014184397165,100,0.29,193.65,100,0.28,187.62,100,0.34,214.12,50,0.4,237.5,250,0.296,196.22,100,1.0,500.0
S_mab,23,552960,282,0.9858156028368794,497.4078014184397,100,0.71,378.92,100,0.73,388.68,100,0.71,375.52,50,0.8,414.58,250,0.732,387.452,100,0.99,499.84
S_mab,23,614400,282,0.9858156028368794,493.63829787234044,100,0.0,55.27,100,0.0,55.24,100,0.0,53.49,50,0.0,49.38,250,0.0,55.716,100,1.0,500.0
S_mab,24,61440,282,0.0425531914893617,208.7127659574468,100,0.0,116.74,100,0.0,112.27,100,0.0,107.63,50,0.0,95.76,250,0.0,112.536,100,0.05,201.13
S_mab,24,122880,282,0.24822695035460993,344.6985815602837,100,0.0,157.73,100,0.0,154.63,100,0.0,140.42,50,0.0,125.74,250,0.0,148.96,100,0.35,355.02
S_mab,24,184320,282,0.2624113475177305,329.9468085106383,100,0.0,135.51,100,0.0,128.06,100,0.0,119.59,50,0.0,102.2,250,0.0,127.336,100,0.25,306.68
S_mab,24,245760,282,0.6028368794326241,410.4822695035461,100,0.0,142.85,100,0.0,135.05,100,0.0,114.82,50,0.0,101.42,250,0.0,126.812,100,0.65,415.58
S_mab,24,307200,282,0.2801418439716312,323.61347517730496,100,0.0,114.42,100,0.0,110.27,100,0.0,102.96,50,0.0,91.9,250,0.0,109.02,100,0.21,310.37
S_mab,24,368640,282,0.9042553191489362,490.25531914893617,100,0.01,69.38,100,0.08,118.88,100,0.04,82.56,50,0.02,101.06,250,0.032,87.44,100,0.93,497.02
S_mab,24,430080,282,0.1950354609929078,371.29787234042556,100,0.44,299.57,100,0.45,303.88,100,0.51,312.77,50,0.48,297.56,250,0.5,315.84,100,0.18,357.88
S_mab,24,491520,282,0.9042553191489362,486.6170212765957,100,0.58,325.59,100,0.72,381.53,100,0.65,353.67,50,0.7,374.3,250,0.672,362.388,100,0.92,490.46
S_mab,24,552960,282,0.9858156028368794,494.6276595744681,100,0.0,58.71,100,0.01,64.57,100,0.0,56.74,50,0.06,80.6,250,0.0,59.772,100,1.0,500.0
S_mab,24,614400,282,0.950354609929078,489.8900709219858,100,0.79,416.3,100,0.77,409.35,100,0.72,387.01,50,0.68,368.46,250,0.784,414.28,100,0.96,493.96
S_mab,25,61440,282,0.0851063829787234,251.42198581560282,100,0.0,114.02,100,0.0,110.07,100,0.0,102.14,50,0.0,91.16,250,0.0,108.172,100,0.06,238.02
S_mab,25,122880,282,0.24468085106382978,337.07092198581563,100,0.0,143.62,100,0.0,138.94,100,0.0,125.3,50,0.0,106.44,250,0.0,134.908,100,0.19,327.24
S_mab,25,184320,282,0.03900709219858156,186.30851063829786,100,0.0,106.76,100,0.0,102.72,100,0.0,97.81,50,0.0,87.32,250,0.0,102.644,100,0.01,177.73
S_mab,25,245760,282,0.9326241134751773,490.5354609929078,100,0.28,310.54,100,0.28,334.22,100,0.18,294.23,50,0.08,253.4,250,0.188,300.184,100,0.98,497.28
S_mab,25,307200,282,0.09219858156028368,243.24822695035462,100,0.0,148.65,100,0.0,135.26,100,0.0,126.75,50,0.0,103.4,250,0.0,136.18,100,0.1,236.39
